ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,STEDTID,GlossInSource
lisucentral-21_ear-2,,lisucentral,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
lisucentral-22_earth-1,,lisucentral,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
lisucentral-23_eat-1,,lisucentral,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
lisucentral-24_egg-1,,lisucentral,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
lisucentral-25_eye-1,,lisucentral,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
lisucentral-26_feather-1,,lisucentral,26_feather,*dwaŋ,*dwaŋ,,,Zhang2019,711,,,,,
lisucentral-28_fish-1,,lisucentral,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
lisucentral-29_flesh-1,,lisucentral,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
lisucentral-31_foot-1,,lisucentral,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
lisucentral-31_foot-2,,lisucentral,31_foot,*pey,*pey,,,Zhang2019,343,,,,,
lisucentral-32_full-1,,lisucentral,32_full,*N-bri¹/²,*N-bri¹/²,,,Zhang2019,134,,,,,
lisucentral-37_hair-1,,lisucentral,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
lisucentral-38_hand-1,,lisucentral,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
lisucentral-39_head-1,,lisucentral,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
lisucentral-39_head-2,,lisucentral,39_head,*du,*du,,,Zhang2019,1223,,,,,
lisucentral-41_heart-1,,lisucentral,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
lisucentral-42_horn-1,,lisucentral,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
lisucentral-44_i-1,,lisucentral,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
lisucentral-45_kill-1,,lisucentral,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
lisucentral-46_knee-1,,lisucentral,46_knee,*tsik,*tsik,,,Zhang2019,418,,,,,
lisucentral-46_knee-2,,lisucentral,46_knee,*s-gyi-t,*s-gyi-t,,,Zhang2019,437,,,,,
lisucentral-47_know-1,,lisucentral,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
lisucentral-50_liver-1,,lisucentral,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
lisucentral-52_louse-1,,lisucentral,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
lisucentral-54_many-1,,lisucentral,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
lisucentral-55_moon-1,,lisucentral,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
lisucentral-59_neck-1,,lisucentral,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
lisucentral-60_new-1,,lisucentral,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
lisucentral-62_nose-1,,lisucentral,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
lisucentral-62_nose-2,,lisucentral,62_nose,*bi,*bi,,,Zhang2019,810,,,,,
lisucentral-63_not-1,,lisucentral,63_not,*ma,*ma,,,Zhang2019,2436,,,,,
lisucentral-67_rain-1,,lisucentral,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
lisucentral-67_rain-2,,lisucentral,67_rain,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
lisucentral-68_red-1,,lisucentral,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
lisucentral-70_round-1,,lisucentral,70_round,*s-lum,*s-lum,,,Zhang2019,690,,,,,
lisucentral-73_see-1,,lisucentral,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
lisucentral-73_see-2,,lisucentral,73_see,*ney,*ney,,,Zhang2019,5419,,,,,
lisucentral-75_sit-1,,lisucentral,75_sit,*s-(m/n)əy,*s-(m/n)əy,,,Zhang2019,3597,,,,,
lisucentral-76_skin-1,,lisucentral,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
lisucentral-76_skin-2,,lisucentral,76_skin,*kwa,*kwa,,,Zhang2019,589,,,,,
lisucentral-77_sleep-1,,lisucentral,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
lisucentral-79_smoke-1,,lisucentral,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
lisucentral-80_stand-1,,lisucentral,80_stand,*g-r(y)ap,*g-r(y)ap,,,Zhang2019,145,,,,,
lisucentral-82_stone-1,,lisucentral,82_stone,*b-rak,*b-rak,,,Zhang2019,2166,,,,,
lisucentral-85_tail-1,,lisucentral,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
lisucentral-88_tongue-1,,lisucentral,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
lisucentral-90_tree-1,,lisucentral,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
lisucentral-90_tree-2,,lisucentral,90_tree,*dziŋ,*dziŋ,,,Zhang2019,6123,,,,,
lisucentral-91_two-1,,lisucentral,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
lisucentral-92_walk-1,,lisucentral,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
lisucentral-96_white-1,,lisucentral,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
lisucentral-100_you-1,,lisucentral,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
hanicaiyuan-1_all-1,,hanicaiyuan,1_all,*ka,*ka,,,Zhang2019,5736,,,,,
hanicaiyuan-2_ash-1,,hanicaiyuan,2_ash,*la,*la,,,Zhang2019,5606,,,,,
hanicaiyuan-4_belly-1,,hanicaiyuan,4_belly,*pʷu,*pʷu,,,Zhang2019,2103,,,,,
hanicaiyuan-4_belly-2,,hanicaiyuan,4_belly,*pʷam,*pʷam,,,Zhang2019,137,,,,,
hanicaiyuan-6_bird-1,,hanicaiyuan,6_bird,*s-ŋak,*s-ŋak,,,Zhang2019,3442,,,,,
hanicaiyuan-7_bite-1,,hanicaiyuan,7_bite,*twak,*twak,,,Zhang2019,1799,,,,,
hanicaiyuan-8_black-1,,hanicaiyuan,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
hanicaiyuan-9_blood-1,,hanicaiyuan,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
hanicaiyuan-16_come-1,,hanicaiyuan,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
hanicaiyuan-17_die-1,,hanicaiyuan,17_die,*səy,*səy,,,Zhang2019,27,,,,,
hanicaiyuan-18_dog-1,,hanicaiyuan,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
hanicaiyuan-19_drink-1,,hanicaiyuan,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
hanicaiyuan-20_dry-1,,hanicaiyuan,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
hanicaiyuan-21_ear-1,,hanicaiyuan,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
hanicaiyuan-21_ear-2,,hanicaiyuan,21_ear,*s-nam,*s-nam,,,Zhang2019,3605,,,,,
hanicaiyuan-21_ear-3,,hanicaiyuan,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
hanicaiyuan-22_earth-1,,hanicaiyuan,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
hanicaiyuan-22_earth-2,,hanicaiyuan,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
hanicaiyuan-23_eat-1,,hanicaiyuan,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
hanicaiyuan-24_egg-1,,hanicaiyuan,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
hanicaiyuan-25_eye-1,,hanicaiyuan,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
hanicaiyuan-28_fish-1,,hanicaiyuan,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
hanicaiyuan-32_full-1,,hanicaiyuan,32_full,*m-pup,*m-pup,,,Zhang2019,100,,,,,
hanicaiyuan-33_give-1,,hanicaiyuan,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
hanicaiyuan-37_hair-1,,hanicaiyuan,37_hair,*n-dzi-k,*n-dzi-k,,,Zhang2019,1232,,,,,
hanicaiyuan-37_hair-2,,hanicaiyuan,37_hair,*kriŋ,*kriŋ,,,Zhang2019,372,,,,,
hanicaiyuan-38_hand-1,,hanicaiyuan,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
hanicaiyuan-39_head-1,,hanicaiyuan,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
hanicaiyuan-41_heart-1,,hanicaiyuan,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
hanicaiyuan-42_horn-1,,hanicaiyuan,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
hanicaiyuan-44_i-1,,hanicaiyuan,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
hanicaiyuan-45_kill-1,,hanicaiyuan,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
hanicaiyuan-47_know-1,,hanicaiyuan,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
hanicaiyuan-50_liver-1,,hanicaiyuan,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
hanicaiyuan-51_long-1,,hanicaiyuan,51_long,*ʔ-m(y)aŋ¹/³,*ʔ-m(y)aŋ¹/³,,,Zhang2019,7170,,,,,
hanicaiyuan-52_louse-1,,hanicaiyuan,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
hanicaiyuan-54_many-1,,hanicaiyuan,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
hanicaiyuan-55_moon-1,,hanicaiyuan,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
hanicaiyuan-57_mouth-1,,hanicaiyuan,57_mouth,*s-muːr,*s-muːr,,,Zhang2019,467,,,,,
hanicaiyuan-59_neck-1,,hanicaiyuan,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
hanicaiyuan-59_neck-2,,hanicaiyuan,59_neck,*s-ŋwa(ŋ/k),*s-ŋwa(ŋ/k),,,Zhang2019,483,,,,,
hanicaiyuan-60_new-1,,hanicaiyuan,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
hanicaiyuan-62_nose-1,,hanicaiyuan,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
hanicaiyuan-67_rain-1,,hanicaiyuan,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
hanicaiyuan-67_rain-2,,hanicaiyuan,67_rain,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
hanicaiyuan-68_red-1,,hanicaiyuan,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
hanicaiyuan-70_round-1,,hanicaiyuan,70_round,*s-lum,*s-lum,,,Zhang2019,690,,,,,
hanicaiyuan-73_see-1,,hanicaiyuan,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
hanicaiyuan-74_seed-1,,hanicaiyuan,74_seed,*dzəy,*dzəy,,,Zhang2019,3559,,,,,
hanicaiyuan-75_sit-1,,hanicaiyuan,75_sit,*s-(m/n)əy,*s-(m/n)əy,,,Zhang2019,3597,,,,,
hanicaiyuan-76_skin-1,,hanicaiyuan,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
hanicaiyuan-77_sleep-1,,hanicaiyuan,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
hanicaiyuan-80_stand-1,,hanicaiyuan,80_stand,*tu,*tu,,,Zhang2019,148,,,,,
hanicaiyuan-82_stone-1,,hanicaiyuan,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
hanicaiyuan-83_sun-1,,hanicaiyuan,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
hanicaiyuan-85_tail-1,,hanicaiyuan,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
hanicaiyuan-85_tail-2,,hanicaiyuan,85_tail,*du,*du,,,Zhang2019,5639,,,,,
hanicaiyuan-88_tongue-1,,hanicaiyuan,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
hanicaiyuan-89_tooth-1,,hanicaiyuan,89_tooth,*m-dzyway,*m-dzyway,,,Zhang2019,635,,,,,
hanicaiyuan-90_tree-1,,hanicaiyuan,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
hanicaiyuan-91_two-1,,hanicaiyuan,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
hanicaiyuan-92_walk-1,,hanicaiyuan,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
hanicaiyuan-96_white-1,,hanicaiyuan,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
hanicaiyuan-97_who-1,,hanicaiyuan,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
hanicaiyuan-98_woman-1,,hanicaiyuan,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
hanicaiyuan-100_you-1,,hanicaiyuan,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
hanimojiang-6_bird-1,,hanimojiang,6_bird,*k-rak,*k-rak,,,Zhang2019,1606,,,,,
hanimojiang-8_black-1,,hanimojiang,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
hanimojiang-9_blood-1,,hanimojiang,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
hanimojiang-12_burn-1,,hanimojiang,12_burn,*put,*put,,,Zhang2019,348,,,,,
hanimojiang-16_come-1,,hanimojiang,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
hanimojiang-17_die-1,,hanimojiang,17_die,*səy,*səy,,,Zhang2019,27,,,,,
hanimojiang-18_dog-1,,hanimojiang,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
hanimojiang-19_drink-1,,hanimojiang,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
hanimojiang-20_dry-1,,hanimojiang,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
hanimojiang-21_ear-1,,hanimojiang,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
hanimojiang-21_ear-2,,hanimojiang,21_ear,*s-nam,*s-nam,,,Zhang2019,3605,,,,,
hanimojiang-21_ear-3,,hanimojiang,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
hanimojiang-22_earth-1,,hanimojiang,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
hanimojiang-22_earth-2,,hanimojiang,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
hanimojiang-23_eat-1,,hanimojiang,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
hanimojiang-24_egg-1,,hanimojiang,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
hanimojiang-25_eye-1,,hanimojiang,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
hanimojiang-28_fish-1,,hanimojiang,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
hanimojiang-29_flesh-1,,hanimojiang,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
hanimojiang-31_foot-1,,hanimojiang,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
hanimojiang-32_full-1,,hanimojiang,32_full,*m-pup,*m-pup,,,Zhang2019,100,,,,,
hanimojiang-33_give-1,,hanimojiang,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
hanimojiang-34_good-1,,hanimojiang,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
hanimojiang-38_hand-1,,hanimojiang,38_hand,*dum,*dum,,,Zhang2019,771,,,,,
hanimojiang-38_hand-2,,hanimojiang,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
hanimojiang-39_head-1,,hanimojiang,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
hanimojiang-40_hear-1,,hanimojiang,40_hear,*(k/g)ra,*(k/g)ra,,,Zhang2019,1411,,,,,
hanimojiang-41_heart-1,,hanimojiang,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
hanimojiang-44_i-1,,hanimojiang,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
hanimojiang-45_kill-1,,hanimojiang,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
hanimojiang-46_knee-1,,hanimojiang,46_knee,*pu,*pu,,,Zhang2019,435,,,,,
hanimojiang-46_knee-2,,hanimojiang,46_knee,*tsik,*tsik,,,Zhang2019,418,,,,,
hanimojiang-50_liver-1,,hanimojiang,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
hanimojiang-51_long-1,,hanimojiang,51_long,*ʔ-m(y)aŋ¹/³,*ʔ-m(y)aŋ¹/³,,,Zhang2019,7170,,,,,
hanimojiang-52_louse-1,,hanimojiang,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
hanimojiang-54_many-1,,hanimojiang,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
hanimojiang-55_moon-1,,hanimojiang,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
hanimojiang-59_neck-1,,hanimojiang,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
hanimojiang-59_neck-2,,hanimojiang,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
hanimojiang-60_new-1,,hanimojiang,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
hanimojiang-62_nose-1,,hanimojiang,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
hanimojiang-67_rain-1,,hanimojiang,67_rain,*rəy,*rəy,,,Zhang2019,1013,,,,,
hanimojiang-68_red-1,,hanimojiang,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
hanimojiang-73_see-1,,hanimojiang,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
hanimojiang-74_seed-1,,hanimojiang,74_seed,*yəw,*yəw,,,Zhang2019,3561,,,,,
hanimojiang-76_skin-1,,hanimojiang,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
hanimojiang-77_sleep-1,,hanimojiang,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
hanimojiang-81_star-1,,hanimojiang,81_star,*g(r/l)aːy,*g(r/l)aːy,,,Zhang2019,3574,,,,,
hanimojiang-82_stone-1,,hanimojiang,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
hanimojiang-83_sun-1,,hanimojiang,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
hanimojiang-85_tail-1,,hanimojiang,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
hanimojiang-88_tongue-1,,hanimojiang,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
hanimojiang-91_two-1,,hanimojiang,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
hanimojiang-92_walk-1,,hanimojiang,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
hanimojiang-96_white-1,,hanimojiang,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
hanimojiang-97_who-1,,hanimojiang,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
hanimojiang-98_woman-1,,hanimojiang,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
hanimojiang-100_you-1,,hanimojiang,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
hanigelanghe-2_ash-1,,hanigelanghe,2_ash,*la,*la,,,Zhang2019,5606,,,,,
hanigelanghe-4_belly-1,,hanigelanghe,4_belly,*ma(k/ŋ),*ma(k/ŋ),,,Zhang2019,1384,,,,,
hanigelanghe-4_belly-2,,hanigelanghe,4_belly,*pʷam,*pʷam,,,Zhang2019,137,,,,,
hanigelanghe-8_black-1,,hanigelanghe,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
hanigelanghe-9_blood-1,,hanigelanghe,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
hanigelanghe-10_bone-1,,hanigelanghe,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
hanigelanghe-13_claw-1,,hanigelanghe,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
hanigelanghe-14_cloud-1,,hanigelanghe,14_cloud,*s-dim,*s-dim,,,Zhang2019,5656,,,,,
hanigelanghe-16_come-1,,hanigelanghe,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
hanigelanghe-17_die-1,,hanigelanghe,17_die,*səy,*səy,,,Zhang2019,27,,,,,
hanigelanghe-18_dog-1,,hanigelanghe,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
hanigelanghe-19_drink-1,,hanigelanghe,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
hanigelanghe-20_dry-1,,hanigelanghe,20_dry,*s-la(m/p),*s-la(m/p),,,Zhang2019,3515,,,,,
hanigelanghe-20_dry-2,,hanigelanghe,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
hanigelanghe-21_ear-1,,hanigelanghe,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
hanigelanghe-21_ear-2,,hanigelanghe,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
hanigelanghe-22_earth-1,,hanigelanghe,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
hanigelanghe-22_earth-2,,hanigelanghe,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
hanigelanghe-23_eat-1,,hanigelanghe,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
hanigelanghe-24_egg-1,,hanigelanghe,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
hanigelanghe-25_eye-1,,hanigelanghe,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
hanigelanghe-25_eye-2,,hanigelanghe,25_eye,*s-nuk,*s-nuk,,,Zhang2019,2067,,,,,
hanigelanghe-28_fish-1,,hanigelanghe,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
hanigelanghe-31_foot-1,,hanigelanghe,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
hanigelanghe-32_full-1,,hanigelanghe,32_full,*m-dyat,*m-dyat,,,Zhang2019,1830,,,,,
hanigelanghe-32_full-2,,hanigelanghe,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
hanigelanghe-33_give-1,,hanigelanghe,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
hanigelanghe-34_good-1,,hanigelanghe,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
hanigelanghe-37_hair-1,,hanigelanghe,37_hair,*n-dzi-k,*n-dzi-k,,,Zhang2019,1232,,,,,
hanigelanghe-37_hair-2,,hanigelanghe,37_hair,*kriŋ,*kriŋ,,,Zhang2019,372,,,,,
hanigelanghe-38_hand-1,,hanigelanghe,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
hanigelanghe-39_head-1,,hanigelanghe,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
hanigelanghe-39_head-2,,hanigelanghe,39_head,*du,*du,,,Zhang2019,1223,,,,,
hanigelanghe-41_heart-1,,hanigelanghe,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
hanigelanghe-42_horn-1,,hanigelanghe,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
hanigelanghe-44_i-1,,hanigelanghe,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
hanigelanghe-45_kill-1,,hanigelanghe,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
hanigelanghe-47_know-1,,hanigelanghe,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
hanigelanghe-50_liver-1,,hanigelanghe,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
hanigelanghe-51_long-1,,hanigelanghe,51_long,*ʔ-m(y)aŋ¹/³,*ʔ-m(y)aŋ¹/³,,,Zhang2019,7170,,,,,
hanigelanghe-52_louse-1,,hanigelanghe,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
hanigelanghe-54_many-1,,hanigelanghe,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
hanigelanghe-55_moon-1,,hanigelanghe,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
hanigelanghe-57_mouth-1,,hanigelanghe,57_mouth,*m-p(r)(w)aŋ,*m-p(r)(w)aŋ,,,Zhang2019,476,,,,,
hanigelanghe-57_mouth-2,,hanigelanghe,57_mouth,*s-muːr,*s-muːr,,,Zhang2019,467,,,,,
hanigelanghe-59_neck-1,,hanigelanghe,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
hanigelanghe-59_neck-2,,hanigelanghe,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
hanigelanghe-60_new-1,,hanigelanghe,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
hanigelanghe-62_nose-1,,hanigelanghe,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
hanigelanghe-65_path-1,,hanigelanghe,65_path,*r-ka ⪤ *k(r)a,*r-ka ⪤ *k(r)a,,,Zhang2019,5668,,,,,
hanigelanghe-66_person-1,,hanigelanghe,66_person,*tsaŋ,*tsaŋ,,,Zhang2019,3327,,,,,
