ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,STEDTID,GlossInSource
pumiqinghua-66_person-1,,pumiqinghua,66_person,*r-mi(y)-n,*r-mi(y)-n,,,Zhang2019,1002,,,,,
pumiqinghua-67_rain-1,,pumiqinghua,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
pumiqinghua-68_red-1,,pumiqinghua,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
pumiqinghua-72_say-1,,pumiqinghua,72_say,*dz(y)ay-s,*dz(y)ay-s,,,Zhang2019,5382,,,,,
pumiqinghua-74_seed-1,,pumiqinghua,74_seed,*li,*li,,,Zhang2019,3560,,,,,
pumiqinghua-76_skin-1,,pumiqinghua,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
pumiqinghua-77_sleep-1,,pumiqinghua,77_sleep,*m/s-nyal,*m/s-nyal,,,Zhang2019,129,,,,,
pumiqinghua-77_sleep-2,,pumiqinghua,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
pumiqinghua-79_smoke-1,,pumiqinghua,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
pumiqinghua-81_star-1,,pumiqinghua,81_star,*g(r/l)aːy,*g(r/l)aːy,,,Zhang2019,3574,,,,,
pumiqinghua-85_tail-1,,pumiqinghua,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
pumiqinghua-85_tail-2,,pumiqinghua,85_tail,*k-lyak,*k-lyak,,,Zhang2019,3332,,,,,
pumiqinghua-86_that-1,,pumiqinghua,86_that,*m-day ⪤ *m-di,*m-day ⪤ *m-di,,,Zhang2019,2195,,,,,
pumiqinghua-87_this-1,,pumiqinghua,87_this,*m-day ⪤ *m-di,*m-day ⪤ *m-di,,,Zhang2019,2195,,,,,
pumiqinghua-88_tongue-1,,pumiqinghua,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
pumiqinghua-89_tooth-1,,pumiqinghua,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
pumiqinghua-90_tree-1,,pumiqinghua,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
pumiqinghua-91_two-1,,pumiqinghua,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
pumiqinghua-95_what-1,,pumiqinghua,95_what,*(b/m)a-y,*(b/m)a-y,,,Zhang2019,167,,,,,
pumiqinghua-96_white-1,,pumiqinghua,96_white,*pram,*pram,,,Zhang2019,3608,,,,,
pumiqinghua-97_who-1,,pumiqinghua,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
pumiqinghua-98_woman-1,,pumiqinghua,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
pumiqinghua-100_you-1,,pumiqinghua,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
muyaminyak-2_ash-1,,muyaminyak,2_ash,*la,*la,,,Zhang2019,5606,,,,,
muyaminyak-4_belly-1,,muyaminyak,4_belly,*pʷam,*pʷam,,,Zhang2019,137,,,,,
muyaminyak-6_bird-1,,muyaminyak,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
muyaminyak-7_bite-1,,muyaminyak,7_bite,*m-gwya,*m-gwya,,,Zhang2019,1762,,,,,
muyaminyak-8_black-1,,muyaminyak,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
muyaminyak-9_blood-1,,muyaminyak,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
muyaminyak-13_claw-1,,muyaminyak,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
muyaminyak-16_come-1,,muyaminyak,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
muyaminyak-17_die-1,,muyaminyak,17_die,*səy,*səy,,,Zhang2019,27,,,,,
muyaminyak-18_dog-1,,muyaminyak,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
muyaminyak-19_drink-1,,muyaminyak,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
muyaminyak-21_ear-1,,muyaminyak,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
muyaminyak-22_earth-1,,muyaminyak,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
muyaminyak-22_earth-2,,muyaminyak,22_earth,*(s/z)a-y,*(s/z)a-y,,,Zhang2019,587,,,,,
muyaminyak-23_eat-1,,muyaminyak,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
muyaminyak-24_egg-1,,muyaminyak,24_egg,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
muyaminyak-25_eye-1,,muyaminyak,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
muyaminyak-26_feather-1,,muyaminyak,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
muyaminyak-27_fire-1,,muyaminyak,27_fire,*mey,*mey,,,Zhang2019,2136,,,,,
muyaminyak-28_fish-1,,muyaminyak,28_fish,*r-dzwa,*r-dzwa,,,Zhang2019,5673,,,,,
muyaminyak-29_flesh-1,,muyaminyak,29_flesh,*m-dwaŋ,*m-dwaŋ,,,Zhang2019,38,,,,,
muyaminyak-30_fly-1,,muyaminyak,30_fly,*(p/b)yam,*(p/b)yam,,,Zhang2019,2588,,,,,
muyaminyak-35_grease-1,,muyaminyak,35_grease,*tsow-s,*tsow-s,,,Zhang2019,42,,,,,
muyaminyak-37_hair-1,,muyaminyak,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
muyaminyak-38_hand-1,,muyaminyak,38_hand,*ri,*ri,,,Zhang2019,770,,,,,
muyaminyak-38_hand-2,,muyaminyak,38_hand,*g-wan,*g-wan,,,Zhang2019,725,,,,,
muyaminyak-39_head-1,,muyaminyak,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
muyaminyak-40_hear-1,,muyaminyak,40_hear,*s-nyan,*s-nyan,,,Zhang2019,1410,,,,,
muyaminyak-42_horn-1,,muyaminyak,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
muyaminyak-44_i-1,,muyaminyak,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
muyaminyak-45_kill-1,,muyaminyak,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
muyaminyak-50_liver-1,,muyaminyak,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
muyaminyak-51_long-1,,muyaminyak,51_long,*s-r(i/u)ŋ,*s-r(i/u)ŋ,,,Zhang2019,1011,,,,,
muyaminyak-52_louse-1,,muyaminyak,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
muyaminyak-55_moon-1,,muyaminyak,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
muyaminyak-57_mouth-1,,muyaminyak,57_mouth,*s-ŋyar,*s-ŋyar,,,Zhang2019,2099,,,,,
muyaminyak-57_mouth-2,,muyaminyak,57_mouth,*m-ts(y)ul,*m-ts(y)ul,,,Zhang2019,442,,,,,
muyaminyak-58_name-1,,muyaminyak,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
muyaminyak-59_neck-1,,muyaminyak,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
muyaminyak-59_neck-2,,muyaminyak,59_neck,*tsiŋ,*tsiŋ,,,Zhang2019,255,,,,,
muyaminyak-60_new-1,,muyaminyak,60_new,*g-sar,*g-sar,,,Zhang2019,2651,,,,,
muyaminyak-62_nose-1,,muyaminyak,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
muyaminyak-66_person-1,,muyaminyak,66_person,*r-mi(y)-n,*r-mi(y)-n,,,Zhang2019,1002,,,,,
muyaminyak-67_rain-1,,muyaminyak,67_rain,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
muyaminyak-68_red-1,,muyaminyak,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
muyaminyak-72_say-1,,muyaminyak,72_say,*b-tsyat,*b-tsyat,,,Zhang2019,1755,,,,,
muyaminyak-73_see-1,,muyaminyak,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
muyaminyak-75_sit-1,,muyaminyak,75_sit,*m-ba,*m-ba,,,Zhang2019,3599,,,,,
muyaminyak-76_skin-1,,muyaminyak,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
muyaminyak-76_skin-2,,muyaminyak,76_skin,*m-bwat,*m-bwat,,,Zhang2019,592,,,,,
muyaminyak-77_sleep-1,,muyaminyak,77_sleep,*g-(d)z(i/u)m,*g-(d)z(i/u)m,,,Zhang2019,128,,,,,
muyaminyak-79_smoke-1,,muyaminyak,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
muyaminyak-80_stand-1,,muyaminyak,80_stand,*g-r(y)ap,*g-r(y)ap,,,Zhang2019,145,,,,,
muyaminyak-81_star-1,,muyaminyak,81_star,*g(r/l)aːy,*g(r/l)aːy,,,Zhang2019,3574,,,,,
muyaminyak-85_tail-1,,muyaminyak,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
muyaminyak-88_tongue-1,,muyaminyak,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
muyaminyak-89_tooth-1,,muyaminyak,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
muyaminyak-91_two-1,,muyaminyak,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
muyaminyak-96_white-1,,muyaminyak,96_white,*pram,*pram,,,Zhang2019,3608,,,,,
muyaminyak-97_who-1,,muyaminyak,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
muyaminyak-98_woman-1,,muyaminyak,98_woman,*mow,*mow,,,Zhang2019,1620,,,,,
muyaminyak-100_you-1,,muyaminyak,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
namuyi-2_ash-1,,namuyi,2_ash,*la,*la,,,Zhang2019,5606,,,,,
namuyi-5_big-1,,namuyi,5_big,*ta-y,*ta-y,,,Zhang2019,2697,,,,,
namuyi-7_bite-1,,namuyi,7_bite,*twak,*twak,,,Zhang2019,1799,,,,,
namuyi-8_black-1,,namuyi,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
namuyi-9_blood-1,,namuyi,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
namuyi-10_bone-1,,namuyi,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
namuyi-13_claw-1,,namuyi,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
namuyi-14_cloud-1,,namuyi,14_cloud,*s-dim,*s-dim,,,Zhang2019,5656,,,,,
namuyi-17_die-1,,namuyi,17_die,*səy,*səy,,,Zhang2019,27,,,,,
namuyi-18_dog-1,,namuyi,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
namuyi-19_drink-1,,namuyi,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
namuyi-21_ear-1,,namuyi,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
namuyi-21_ear-2,,namuyi,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
namuyi-22_earth-1,,namuyi,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
namuyi-23_eat-1,,namuyi,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
namuyi-24_egg-1,,namuyi,24_egg,*s-row,*s-row,,,Zhang2019,1172,,,,,
namuyi-24_egg-2,,namuyi,24_egg,*(r/l)um,*(r/l)um,,,Zhang2019,3438,,,,,
namuyi-25_eye-1,,namuyi,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
namuyi-26_feather-1,,namuyi,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
namuyi-27_fire-1,,namuyi,27_fire,*mey,*mey,,,Zhang2019,2136,,,,,
namuyi-28_fish-1,,namuyi,28_fish,*r-dzwa,*r-dzwa,,,Zhang2019,5673,,,,,
namuyi-29_flesh-1,,namuyi,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
namuyi-30_fly-1,,namuyi,30_fly,*(p/b)yam,*(p/b)yam,,,Zhang2019,2588,,,,,
namuyi-31_foot-1,,namuyi,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
namuyi-31_foot-2,,namuyi,31_foot,*bwal,*bwal,,,Zhang2019,349,,,,,
namuyi-32_full-1,,namuyi,32_full,*m-nyəw-t/s,*m-nyəw-t/s,,,Zhang2019,1832,,,,,
namuyi-32_full-2,,namuyi,32_full,*m-pup,*m-pup,,,Zhang2019,100,,,,,
namuyi-34_good-1,,namuyi,34_good,*s-na,*s-na,,,Zhang2019,660,,,,,
namuyi-37_hair-1,,namuyi,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
namuyi-38_hand-1,,namuyi,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
namuyi-39_head-1,,namuyi,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
namuyi-41_heart-1,,namuyi,41_heart,*s/k-niŋ,*s/k-niŋ,,,Zhang2019,251,,,,,
namuyi-42_horn-1,,namuyi,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
namuyi-44_i-1,,namuyi,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
namuyi-47_know-1,,namuyi,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
namuyi-48_leaf-1,,namuyi,48_leaf,*rwak,*rwak,,,Zhang2019,2085,,,,,
namuyi-50_liver-1,,namuyi,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
namuyi-52_louse-1,,namuyi,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
namuyi-55_moon-1,,namuyi,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
namuyi-58_name-1,,namuyi,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
namuyi-59_neck-1,,namuyi,59_neck,*s/m-key-k,*s/m-key-k,,,Zhang2019,481,,,,,
namuyi-59_neck-2,,namuyi,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
namuyi-60_new-1,,namuyi,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
namuyi-61_night-1,,namuyi,61_night,*s-r(y)ak,*s-r(y)ak,,,Zhang2019,2636,,,,,
namuyi-62_nose-1,,namuyi,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
namuyi-62_nose-2,,namuyi,62_nose,*ka ⪤ *ŋa,*ka ⪤ *ŋa,,,Zhang2019,2093,,,,,
namuyi-64_one-1,,namuyi,64_one,*tyak ⪤ *g-t(y)ik,*tyak ⪤ *g-t(y)ik,,,Zhang2019,2726,,,,,
namuyi-72_say-1,,namuyi,72_say,*b-tsyat,*b-tsyat,,,Zhang2019,1755,,,,,
namuyi-73_see-1,,namuyi,73_see,*m/s-twaŋ,*m/s-twaŋ,,,Zhang2019,1402,,,,,
namuyi-75_sit-1,,namuyi,75_sit,*m-tsu-ŋ,*m-tsu-ŋ,,,Zhang2019,3591,,,,,
namuyi-76_skin-1,,namuyi,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
namuyi-76_skin-2,,namuyi,76_skin,*kwa,*kwa,,,Zhang2019,589,,,,,
namuyi-77_sleep-1,,namuyi,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
namuyi-79_smoke-1,,namuyi,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
namuyi-81_star-1,,namuyi,81_star,*g(r/l)aːy,*g(r/l)aːy,,,Zhang2019,3574,,,,,
namuyi-82_stone-1,,namuyi,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
namuyi-83_sun-1,,namuyi,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
namuyi-85_tail-1,,namuyi,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
namuyi-85_tail-2,,namuyi,85_tail,*k(w)a(ŋ/k),*k(w)a(ŋ/k),,,Zhang2019,219,,,,,
namuyi-88_tongue-1,,namuyi,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
namuyi-89_tooth-1,,namuyi,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
namuyi-90_tree-1,,namuyi,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
namuyi-91_two-1,,namuyi,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
namuyi-93_water-1,,namuyi,93_water,*tsyu,*tsyu,,,Zhang2019,1631,,,,,
namuyi-96_white-1,,namuyi,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
namuyi-98_woman-1,,namuyi,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
namuyi-100_you-1,,namuyi,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
ersu-6_bird-1,,ersu,6_bird,*k-rak,*k-rak,,,Zhang2019,1606,,,,,
ersu-8_black-1,,ersu,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
ersu-9_blood-1,,ersu,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
ersu-10_bone-1,,ersu,10_bone,*s/m/g-rus,*s/m/g-rus,,,Zhang2019,232,,,,,
ersu-13_claw-1,,ersu,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
ersu-14_cloud-1,,ersu,14_cloud,*s-dim,*s-dim,,,Zhang2019,5656,,,,,
ersu-16_come-1,,ersu,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
ersu-17_die-1,,ersu,17_die,*səy,*səy,,,Zhang2019,27,,,,,
ersu-18_dog-1,,ersu,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
ersu-19_drink-1,,ersu,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
ersu-21_ear-1,,ersu,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
ersu-22_earth-1,,ersu,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
ersu-23_eat-1,,ersu,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
ersu-24_egg-1,,ersu,24_egg,*m/s-tow,*m/s-tow,,,Zhang2019,1609,,,,,
ersu-25_eye-1,,ersu,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
ersu-26_feather-1,,ersu,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
ersu-27_fire-1,,ersu,27_fire,*mey,*mey,,,Zhang2019,2136,,,,,
ersu-28_fish-1,,ersu,28_fish,*r-dzwa,*r-dzwa,,,Zhang2019,5673,,,,,
ersu-29_flesh-1,,ersu,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
ersu-31_foot-1,,ersu,31_foot,*pey,*pey,,,Zhang2019,343,,,,,
ersu-32_full-1,,ersu,32_full,*s/k-wa,*s/k-wa,,,Zhang2019,1833,,,,,
ersu-37_hair-1,,ersu,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
ersu-38_hand-1,,ersu,38_hand,*dak,*dak,,,Zhang2019,700,,,,,
ersu-38_hand-2,,ersu,38_hand,*g-wan,*g-wan,,,Zhang2019,725,,,,,
ersu-38_hand-3,,ersu,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
ersu-39_head-1,,ersu,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
ersu-40_hear-1,,ersu,40_hear,*s-nyan,*s-nyan,,,Zhang2019,1410,,,,,
ersu-41_heart-1,,ersu,41_heart,*s/k-niŋ,*s/k-niŋ,,,Zhang2019,251,,,,,
ersu-42_horn-1,,ersu,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
ersu-45_kill-1,,ersu,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
ersu-47_know-1,,ersu,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
ersu-48_leaf-1,,ersu,48_leaf,*rwak,*rwak,,,Zhang2019,2085,,,,,
ersu-50_liver-1,,ersu,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
ersu-52_louse-1,,ersu,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
ersu-55_moon-1,,ersu,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
ersu-57_mouth-1,,ersu,57_mouth,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,686,,,,,
ersu-57_mouth-2,,ersu,57_mouth,*m-p(r)(w)aŋ,*m-p(r)(w)aŋ,,,Zhang2019,476,,,,,
ersu-58_name-1,,ersu,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
ersu-59_neck-1,,ersu,59_neck,*tuk ⪤ *twak,*tuk ⪤ *twak,,,Zhang2019,359,,,,,
ersu-60_new-1,,ersu,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
ersu-62_nose-1,,ersu,62_nose,*bu(k/ŋ),*bu(k/ŋ),,,Zhang2019,806,,,,,
ersu-66_person-1,,ersu,66_person,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
ersu-67_rain-1,,ersu,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
ersu-68_red-1,,ersu,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
ersu-73_see-1,,ersu,73_see,*m/s-twaŋ,*m/s-twaŋ,,,Zhang2019,1402,,,,,
ersu-76_skin-1,,ersu,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
ersu-76_skin-2,,ersu,76_skin,*p(y)ik,*p(y)ik,,,Zhang2019,590,,,,,
ersu-77_sleep-1,,ersu,77_sleep,*r/s-mwəy,*r/s-mwəy,,,Zhang2019,130,,,,,
ersu-79_smoke-1,,ersu,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
ersu-81_star-1,,ersu,81_star,*g(r/l)aːy,*g(r/l)aːy,,,Zhang2019,3574,,,,,
ersu-83_sun-1,,ersu,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
ersu-85_tail-1,,ersu,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
ersu-85_tail-2,,ersu,85_tail,*m/b-gyu(ŋ/k),*m/b-gyu(ŋ/k),,,Zhang2019,3331,,,,,
ersu-86_that-1,,ersu,86_that,*m-day ⪤ *m-di,*m-day ⪤ *m-di,,,Zhang2019,2195,,,,,
ersu-87_this-1,,ersu,87_this,*m-day ⪤ *m-di,*m-day ⪤ *m-di,,,Zhang2019,2195,,,,,
ersu-88_tongue-1,,ersu,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
ersu-89_tooth-1,,ersu,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
ersu-90_tree-1,,ersu,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
ersu-91_two-1,,ersu,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
ersu-92_walk-1,,ersu,92_walk,*s-wa,*s-wa,,,Zhang2019,2774,,,,,
ersu-97_who-1,,ersu,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
ersu-100_you-1,,ersu,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
xumi-5_big-1,,xumi,5_big,*ta-y,*ta-y,,,Zhang2019,2697,,,,,
xumi-9_blood-1,,xumi,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
xumi-10_bone-1,,xumi,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
xumi-13_claw-1,,xumi,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
xumi-14_cloud-1,,xumi,14_cloud,*s-dim,*s-dim,,,Zhang2019,5656,,,,,
xumi-16_come-1,,xumi,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
xumi-17_die-1,,xumi,17_die,*səy,*səy,,,Zhang2019,27,,,,,
xumi-18_dog-1,,xumi,18_dog,*na,*na,,,Zhang2019,6026,,,,,
xumi-18_dog-2,,xumi,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
xumi-19_drink-1,,xumi,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
xumi-21_ear-1,,xumi,21_ear,*s-ri,*s-ri,,,Zhang2019,2083,,,,,
xumi-21_ear-2,,xumi,21_ear,*s-nam,*s-nam,,,Zhang2019,3605,,,,,
xumi-22_earth-1,,xumi,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
xumi-23_eat-1,,xumi,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
xumi-24_egg-1,,xumi,24_egg,*s-row,*s-row,,,Zhang2019,1172,,,,,
xumi-24_egg-2,,xumi,24_egg,*(r/l)um,*(r/l)um,,,Zhang2019,3438,,,,,
xumi-25_eye-1,,xumi,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
xumi-26_feather-1,,xumi,26_feather,*(t)su-ŋ,*(t)su-ŋ,,,Zhang2019,370,,,,,
xumi-27_fire-1,,xumi,27_fire,*mey,*mey,,,Zhang2019,2136,,,,,
xumi-28_fish-1,,xumi,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
xumi-29_flesh-1,,xumi,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
xumi-30_fly-1,,xumi,30_fly,*(p/b)yam,*(p/b)yam,,,Zhang2019,2588,,,,,
